# av /tab/ err /tab/ var /tab/ std
0.510929	0	0.082559	0	
0.506751	0.00417762	0.0831357	0.000576774	
0.502588	0.00481168	0.0829911	0.000363036	
0.50583	0.00469979	0.0831247	0.000289388	
0.501447	0.00569738	0.0825362	0.000629766	
0.499407	0.00507962	0.0826015	0.000518334	
0.500681	0.00447794	0.0830159	0.000603013	
0.502593	0.00432397	0.0837079	0.000866939	
0.503055	0.00384124	0.0833079	0.000862909	
0.502384	0.00350066	0.0833095	0.000771811	
0.502376	0.00316647	0.0830417	0.000747745	
0.500351	0.00352947	0.0831115	0.000686153	
0.498599	0.0036894	0.0831812	0.000635011	
0.497861	0.00349436	0.0833627	0.000615287	
0.497936	0.00325391	0.0830857	0.000636275	
0.498132	0.0030501	0.0831638	0.000600289	
0.497878	0.00287636	0.0829143	0.000616636	
0.498884	0.00289273	0.0831233	0.000617819	
0.499309	0.00276898	0.0831125	0.000584499	
0.499144	0.00263204	0.0830381	0.000559477	
0.499295	0.00250807	0.0830714	0.000533213	
0.499069	0.002402	0.0831629	0.000516567	
0.499146	0.00229648	0.0830425	0.000508062	
0.499881	0.00231832	0.0829801	0.000490425	
0.500064	0.0022312	0.0829828	0.000470406	
0.500102	0.002144	0.0830937	0.000465373	
0.500335	0.00207619	0.0831641	0.000453303	
0.500371	0.002001	0.083281	0.00045219	
0.500407	0.00193109	0.0833004	0.000436748	
0.500162	0.00188164	0.0833661	0.000427018	
0.500693	0.00189581	0.0833081	0.000417063	
0.500853	0.00184262	0.0833496	0.00040595	
0.501345	0.00185238	0.0832659	0.000402255	
0.501262	0.001799	0.0833507	0.000399336	
0.500881	0.00178777	0.0833644	0.000388002	
0.500626	0.00175602	0.0832325	0.00039946	
0.500891	0.00172832	0.0832546	0.000389138	
0.500867	0.0016824	0.083273	0.000379209	
0.50088	0.00163874	0.083266	0.000369425	
0.50108	0.00160971	0.083229	0.000361967	
0.500773	0.00159964	0.0831897	0.00035521	
0.500648	0.0015661	0.0832497	0.000351801	
0.500854	0.00154312	0.0833377	0.000354625	
0.50106	0.00152156	0.0833982	0.000351701	
0.500984	0.00148931	0.0833023	0.000356913	
0.501025	0.00145716	0.0832498	0.000352986	
0.501151	0.0014314	0.0832155	0.000347094	
0.501128	0.00140147	0.0831832	0.000341318	
0.500973	0.00138124	0.0831566	0.000335336	
0.501127	0.00136209	0.0831603	0.000328581	
0.500951	0.00134666	0.0832003	0.000324549	
0.501018	0.00132218	0.0831841	0.000318663	
0.500971	0.00129783	0.0831673	0.00031304	
0.500831	0.00128122	0.0831354	0.00030884	
0.501156	0.00129902	0.0831695	0.000305079	
0.501122	0.00127607	0.083107	0.000306037	
0.50127	0.0012622	0.0831068	0.00030062	
0.50114	0.00124706	0.0831102	0.000295411	
0.501129	0.00122579	0.0831347	0.00029139	
0.501041	0.00120834	0.0830824	0.000291218	
0.501162	0.00119448	0.0830238	0.000292355	
0.500989	0.00118767	0.0830569	0.000289501	
0.500985	0.00116868	0.0830688	0.000285119	
0.501048	0.00115199	0.0831278	0.000286765	
0.501152	0.0011389	0.0831836	0.000287768	
0.501239	0.00112485	0.0831287	0.000288634	
0.501388	0.00111798	0.0831182	0.000284487	
0.501452	0.00110323	0.0830833	0.000282442	
0.501296	0.00109825	0.0830864	0.000278337	
0.501288	0.00108248	0.0830719	0.000274719	
0.501333	0.0010681	0.083095	0.000271805	
0.501268	0.00105516	0.0831697	0.000278222	
0.501376	0.00104616	0.0832197	0.000278906	
0.501188	0.00104902	0.0832341	0.000275487	
0.501116	0.00103738	0.0832504	0.000272276	
0.500882	0.00105005	0.0832507	0.00026867	
0.500905	0.00103657	0.0832421	0.000265298	
0.500704	0.00104281	0.0832916	0.000266508	
0.500625	0.00103255	0.0832883	0.000263133	
0.500717	0.00102372	0.0832955	0.000259924	
0.500798	0.00101423	0.0832971	0.0002567	
0.500694	0.00100723	0.0832805	0.000254095	
0.50067	0.0009953	0.0832887	0.000251149	
0.500852	0.00100012	0.0832614	0.000249633	
0.500992	0.000998091	0.0832451	0.000247221	
0.500907	0.00099003	0.0832239	0.000245248	
0.500785	0.000986198	0.0832081	0.000242925	
0.50058	0.000996292	0.0832299	0.000241136	
0.500613	0.000985581	0.0832356	0.00023848	
0.500697	0.00097818	0.0832287	0.000235915	
0.50092	0.000992823	0.0831932	0.000235995	
0.501019	0.000986915	0.0832094	0.000233974	
0.501041	0.000976502	0.0831992	0.000231667	
0.50114	0.000971161	0.0831904	0.000229359	
0.501113	0.000961282	0.0832173	0.000228525	
0.50107	0.000952193	0.0832485	0.000228276	
0.501204	0.000951824	0.0832868	0.000229134	
0.501209	0.000942075	0.0832801	0.000226883	
0.501246	0.000933255	0.0832859	0.000224654	
0.501308	0.000925936	0.0832498	0.000225305	
